dim,cohens_d,abs_d,stream
301,0.24712705612182617,0.24712705612182617,gravity
302,0.19904658198356628,0.19904658198356628,gravity
303,0.15386666357517242,0.15386666357517242,gravity
304,0.10963591933250427,0.10963591933250427,gravity
305,0.06484981626272202,0.06484981626272202,gravity
306,0.01808914728462696,0.01808914728462696,gravity
307,-0.03233649209141731,0.03233649209141731,gravity
308,-0.08824771642684937,0.08824771642684937,gravity
309,-0.15002626180648804,0.15002626180648804,gravity
310,-0.21327799558639526,0.21327799558639526,gravity
311,-0.26890432834625244,0.26890432834625244,gravity
312,-0.31066450476646423,0.31066450476646423,gravity
313,-0.3414263427257538,0.3414263427257538,gravity
314,-0.3686384856700897,0.3686384856700897,gravity
315,-0.39795446395874023,0.39795446395874023,gravity
316,-0.4311949610710144,0.4311949610710144,gravity
317,-0.46616649627685547,0.46616649627685547,gravity
318,-0.4963962733745575,0.4963962733745575,gravity
319,-0.5105952024459839,0.5105952024459839,gravity
320,-0.49860718846321106,0.49860718846321106,gravity
321,-0.4558829069137573,0.4558829069137573,gravity
322,-0.3861464858055115,0.3861464858055115,gravity
323,-0.30006441473960876,0.30006441473960876,gravity
324,-0.2108881026506424,0.2108881026506424,gravity
325,-0.1303599774837494,0.1303599774837494,gravity
326,-0.066598080098629,0.066598080098629,gravity
327,-0.026989426463842392,0.026989426463842392,gravity
328,-0.06000128388404846,0.06000128388404846,gravity
329,-0.0858563557267189,0.0858563557267189,gravity
330,-0.1129235103726387,0.1129235103726387,gravity
331,-0.13240231573581696,0.13240231573581696,gravity
332,-0.13723158836364746,0.13723158836364746,gravity
333,-0.12510356307029724,0.12510356307029724,gravity
334,-0.09801529347896576,0.09801529347896576,gravity
335,-0.060203712433576584,0.060203712433576584,gravity
336,-0.01660499908030033,0.01660499908030033,gravity
337,0.02772851102054119,0.02772851102054119,gravity
338,0.067278191447258,0.067278191447258,gravity
339,0.09687018394470215,0.09687018394470215,gravity
340,0.1139063909649849,0.1139063909649849,gravity
341,0.11709986627101898,0.11709986627101898,gravity
342,0.10661632567644119,0.10661632567644119,gravity
343,0.0837697684764862,0.0837697684764862,gravity
344,0.05083930492401123,0.05083930492401123,gravity
345,0.011125215329229832,0.011125215329229832,gravity
346,-0.031047457829117775,0.031047457829117775,gravity
347,-0.07094082236289978,0.07094082236289978,gravity
348,-0.10465995222330093,0.10465995222330093,gravity
349,-0.13028714060783386,0.13028714060783386,gravity
350,-0.14766916632652283,0.14766916632652283,gravity
351,-0.15791623294353485,0.15791623294353485,gravity
352,-0.16269229352474213,0.16269229352474213,gravity
353,-0.1635625809431076,0.1635625809431076,gravity
354,-0.16169138252735138,0.16169138252735138,gravity
355,-0.15783609449863434,0.15783609449863434,gravity
356,-0.15250179171562195,0.15250179171562195,gravity
357,-0.14616653323173523,0.14616653323173523,gravity
358,-0.1399804949760437,0.1399804949760437,gravity
359,-0.13589094579219818,0.13589094579219818,gravity
360,-0.1358702927827835,0.1358702927827835,gravity
361,-0.14218027889728546,0.14218027889728546,gravity
362,-0.15595044195652008,0.15595044195652008,gravity
363,-0.17616084218025208,0.17616084218025208,gravity
364,-0.19960689544677734,0.19960689544677734,gravity
365,-0.22177661955356598,0.22177661955356598,gravity
366,-0.2381255030632019,0.2381255030632019,gravity
367,-0.24517229199409485,0.24517229199409485,gravity
368,-0.24064543843269348,0.24064543843269348,gravity
369,-0.2237360179424286,0.2237360179424286,gravity
370,-0.19482813775539398,0.19482813775539398,gravity
371,-0.15462009608745575,0.15462009608745575,gravity
372,-0.1046472042798996,0.1046472042798996,gravity
373,-0.047405216842889786,0.047405216842889786,gravity
374,0.01420277263969183,0.01420277263969183,gravity
375,0.07787951827049255,0.07787951827049255,gravity
