dim,icc,SEM,MDC,stream
298,-0.13191159,0.003919762,0.010865026199455752,gravity
299,-0.13163427,0.0038973084,0.010802787658500132,gravity
300,-0.13087785,0.0038744383,0.010739395189515843,gravity
301,-0.12953249,0.0038513204,0.010675315397628574,gravity
302,-0.12747306,0.0038281402,0.010611063290985346,gravity
303,-0.12456219,0.0038051044,0.010547211315985166,gravity
304,-0.12065351,0.0037824365,0.010484379031301148,gravity
305,-0.11559704,0.0037603658,0.010423202129946846,gravity
306,-0.10924487,0.0037391367,0.010364358254220975,gravity
307,-0.101458706,0.0037189825,0.010308493423114976,gravity
308,-0.09213951,0.0036991027,0.01025338948750439,gravity
309,-0.081186175,0.003679749,0.010199744096270082,gravity
310,-0.06852432,0.0036621601,0.010150989991685256,gravity
311,-0.054154698,0.0036465095,0.010107608622468808,gravity
312,-0.038137663,0.0036329476,0.01007001689997785,gravity
313,-0.020601524,0.0036216145,0.010038603339130312,gravity
314,-0.0017456056,0.0036126492,0.010013752582602417,gravity
315,0.018160524,0.003606203,0.009995884768619368,gravity
316,0.038781397,0.0036024468,0.009985472956043028,gravity
317,0.05973036,0.0036015895,0.009983096690382203,gravity
318,0.0805826,0.0036029664,0.009986913429958008,gravity
319,0.10089317,0.0036068838,0.009997771841077882,gravity
320,0.12022842,0.0036145563,0.010019038837906006,gravity
321,0.13818587,0.003626266,0.010051496613267182,gravity
322,0.15441634,0.0036422545,0.010095814419603092,gravity
323,0.16863763,0.0036626966,0.010152476932500721,gravity
324,0.18064255,0.003687661,0.010221674537177327,gravity
325,0.19030456,0.003717086,0.010303236854997806,gravity
326,0.19757205,0.0037507715,0.01039660821927721,gravity
327,0.20246223,0.003788369,0.01050082315108328,gravity
328,0.20503475,0.0038284974,0.010612053294115086,gravity
329,0.20540614,0.0038705259,0.010728550331241945,gravity
330,0.20374344,0.0039146356,0.010850816363138524,gravity
331,0.20021713,0.003960061,0.010976728755975804,gravity
332,0.19500515,0.0040060165,0.011104111309914485,gravity
333,0.18828343,0.0040517114,0.011230771045401204,gravity
334,0.18021938,0.004096384,0.01135459759070568,gravity
335,0.17096564,0.0041393316,0.011473641917502086,gravity
